A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,Class
-0.00002847,-0.00040749,-0.00002489,-0.00002862,-0.00013356,-0.00006793,0.00032931,-0.00013492,-0.00001841,-0.00005242,-0.00017604,-0.00005044,0.00001322,-0.00000046,0.0000023,0.00000149,0.00000052,-0.0000004,0.00000237,0.0000042,-0.00000086,0.00000173,0.00000043,-0.00000044,0.00040924,0.00015256,0.00035635,0.00019048,0.00001343,0.00000163,0.0000049,0.00000183,D
-0.00001092,-0.00040079,-0.0000206,-0.00002884,-0.00013318,-0.00006938,0.00031116,-0.00011984,-0.00001963,-0.00004997,-0.00017132,-0.00005329,0.00000532,0.00000203,0.0000013,-0.00000007,0.00000012,-0.00000044,-0.0000055,0.00000457,-0.00000037,0.00000074,0.00000143,-0.00000086,0.00040147,0.00015291,0.00033402,0.00018624,0.00000584,0.00000046,0.00000716,0.00000183,D
-0.00003269,-0.00038578,-0.00002002,-0.00002546,-0.0001348,-0.00007223,0.00029949,-0.00012749,-0.00001538,-0.00004515,-0.00017054,-0.00005689,-0.00000702,0.00000484,0.00000019,0.00000109,-0.00000052,-0.00000092,-0.00000377,-0.00000247,0.00000137,0.00000156,0.00000025,-0.00000116,0.00038768,0.00015504,0.00032586,0.00018536,0.00000853,0.00000152,0.00000471,0.00000196,D
-0.00006911,-0.00039868,-0.00001679,-0.00006038,-0.00015748,-0.00008727,0.00026651,-0.00012582,-0.0000125,-0.00006646,-0.00016986,-0.00006895,-0.00001104,-0.00000391,0.00000098,-0.00001058,-0.00000687,-0.00000456,-0.00000999,0.00000051,0.00000087,-0.00000646,0.00000021,-0.00000365,0.00040498,0.0001899,0.00029499,0.00019499,0.00001175,0.00001341,0.00001004,0.00000743,D
-0.00006612,-0.00044944,-0.00000299,-0.00008367,-0.00016342,-0.00009009,0.0002215,-0.00010792,-0.00001016,-0.00008131,-0.00016217,-0.00007052,0.00000088,-0.00001493,0.00000406,-0.00000685,-0.00000175,-0.00000083,-0.00001324,0.00000527,0.00000069,-0.00000437,0.00000226,-0.00000046,0.00045429,0.00020451,0.0002466,0.00019464,0.0000155,0.00000712,0.00001426,0.00000494,D
-0.00006818,-0.00040928,0.00000049,-0.0001125,-0.00016447,-0.00008443,0.0001754,-0.00008729,-0.00000757,-0.00010063,-0.00014973,-0.0000655,-0.00000051,0.00001004,0.00000087,-0.00000721,-0.00000026,0.00000142,-0.00001153,0.00000516,0.00000065,-0.00000483,0.00000311,0.00000125,0.00041492,0.00021641,0.00019607,0.00019193,0.00001009,0.00000735,0.00001264,0.00000588,D
-0.00006538,-0.00037023,-0.00000679,-0.00009115,-0.00014773,-0.00006791,0.00017247,-0.00007897,-0.0000068,-0.00008872,-0.00015145,-0.0000523,0.00000087,0.0000122,-0.00000227,0.00000667,0.00000523,0.00000516,-0.00000092,0.0000026,0.00000024,0.00000372,-0.00000054,0.00000413,0.00037602,0.0001864,0.00018982,0.00018315,0.00001244,0.00000992,0.00000277,0.00000558,D
-0.0000796,-0.00030466,-0.00001045,0.00858661,0.00298422,0.00134197,0.00019793,-0.00010624,0.00000598,0.00970949,0.00316634,0.0016281,-0.00000459,0.00002115,-0.00000118,0.00279928,0.00101031,0.0004548,0.00000821,-0.0000088,0.00000412,0.00316071,0.00107025,0.00054206,0.00031506,0.00918892,0.00022472,0.01034169,0.00002168,0.00301057,0.00001272,0.00338074,D
0.00099631,-0.00057664,0.00009609,0.01479799,0.00526187,0.00231714,0.00019767,-0.0001221,0.00001033,0.01494319,0.00499448,0.00248376,0.00031644,-0.00008,0.00003134,0.00182688,0.0006699,0.00028681,-0.00000008,-0.00000466,0.00000128,0.00153932,0.00053769,0.00025167,0.00115516,0.01587567,0.00023257,0.01595032,0.0003279,0.00196685,0.00000484,0.00164984,D
0.00159633,-0.00077471,0.00019619,0.01851354,0.00659964,0.002918,0.00020135,-0.0001772,0.00003227,0.01761397,0.00594404,0.00292028,0.00018751,-0.0000619,0.00003128,0.00116111,0.00041805,0.00018777,0.00000115,-0.00001722,0.00000686,0.00083462,0.00029674,0.00013641,0.0017852,0.01987011,0.00027015,0.01881785,0.00019992,0.00124828,0.00001857,0.00089624,D
0.00163504,-0.00078954,0.0002282,0.01218626,0.0040846,0.00184675,0.00021056,-0.00019011,0.00004241,0.00927069,0.00283614,0.0014269,0.00001138,-0.00000436,0.00000941,-0.00186096,-0.00073972,-0.00031507,0.00000271,-0.0000038,0.00000298,-0.00245391,-0.00091409,-0.00043923,0.00182997,0.01298458,0.00028683,0.00979925,0.0000154,0.00202723,0.00000554,0.00265521,D
0.00068089,-0.00053762,0.00017127,0.00841768,0.0026013,0.00133481,0.0002662,-0.00023507,0.00006531,0.00584294,0.00155138,0.0009161,-0.00028063,0.00007409,-0.00001674,-0.00110841,-0.00043626,-0.00015057,0.00001637,-0.00001322,0.00000674,-0.00100816,-0.00037787,-0.00015024,0.0008843,0.00891099,0.00036109,0.0061144,0.00029073,0.00120065,0.00002209,0.00108708,D
0.00019167,-0.00035347,0.00012664,0.00622413,0.00178824,0.00101613,0.0002937,-0.00023294,0.00006866,0.00411292,0.00096322,0.00064923,-0.00015288,0.00005755,-0.00001395,-0.00068548,-0.00025408,-0.00009959,0.00000859,0.00000067,0.00000104,-0.00054063,-0.0001838,-0.0000834,0.00042156,0.00655516,0.0003811,0.00427381,0.00016395,0.00073781,0.00000868,0.00057708,D
0.00032578,-0.00025153,0.00014389,0.00404123,0.00127236,0.00072803,0.00025371,-0.00022712,0.00006484,0.00243687,0.00076734,0.00042834,0.00003353,0.00002549,0.00000431,-0.00054573,-0.00012897,-0.00007203,-0.00001,0.00000146,-0.00000095,-0.00041901,-0.00004897,-0.00005522,0.00043601,0.00429889,0.00034664,0.00259048,0.00004234,0.00056537,0.00001015,0.00042547,D
0.00090464,-0.0001193,0.00018954,0.00337957,0.00123278,0.00055619,0.00021781,-0.00022672,0.00006075,0.00173669,0.00067125,0.00027553,0.00018089,0.00004132,0.00001427,-0.00020677,-0.00001237,-0.0000537,-0.00001122,0.00000012,-0.00000128,-0.00021881,-0.00003003,-0.00004775,0.00093195,0.00364013,0.00032021,0.00188217,0.0001861,0.00021399,0.00001129,0.00022596,D
0.00124341,-0.00008924,0.00021292,0.00276307,0.00113667,0.00041625,0.00017597,-0.00022262,0.00005463,0.00114359,0.00051534,0.00016066,0.00009679,0.00000859,0.00000668,-0.00017614,-0.00002746,-0.00003998,-0.00001195,0.00000117,-0.00000175,-0.00016946,-0.00004454,-0.00003282,0.00126466,0.0030166,0.00028898,0.00126459,0.0000974,0.0001827,0.00001214,0.00017826,D
0.00145883,-0.0000606,0.00022433,0.00245958,0.00115092,0.00033335,0.00017827,-0.00023112,0.00005122,0.00074573,0.00041075,0.00008176,0.00006528,0.00000868,0.00000346,-0.00009197,0.00000432,-0.00002512,0.0000007,-0.00000258,-0.00000103,-0.00012056,-0.00003169,-0.00002391,0.00147722,0.00273592,0.00029635,0.00085529,0.00006594,0.00009544,0.00000286,0.00012693,D
0.00098609,-0.00005465,0.00018262,0.00244564,0.00154781,0.00027979,0.0002186,-0.00018738,0.00004315,0.0006999,0.00050605,0.00001256,-0.0001525,0.00000192,-0.00001346,-0.0000045,0.00012803,-0.00001728,0.00001301,0.00001411,-0.0000026,-0.00001478,0.00003074,-0.00002232,0.00100434,0.00290778,0.00029114,0.00086378,0.0001531,0.00012927,0.00001937,0.00004077,D
0.00083853,-0.00004204,0.00016086,0.00215157,0.00152405,0.00020072,0.00023833,-0.00014747,0.00003434,0.00069972,0.00058659,-0.00002423,-0.00004471,0.00000382,-0.00000659,-0.00008911,-0.0000072,-0.00002396,0.00000598,0.0000121,-0.00000267,-0.00000006,0.00002441,-0.00001115,0.00085486,0.00264429,0.00028236,0.00091339,0.00004536,0.00009256,0.00001375,0.00002683,D
0.00080545,-0.00006812,0.00013972,0.0024135,0.00195876,0.0001422,0.00024652,-0.00010285,0.00002437,0.00095903,0.00092745,-0.0000657,-0.00001067,-0.00000841,-0.00000682,0.0000845,0.00014023,-0.00001888,0.00000264,0.00001439,-0.00000322,0.00008365,0.00010996,-0.00001338,0.00082031,0.00311159,0.00026822,0.00133575,0.00001521,0.0001648,0.00001498,0.0001388,D
0.00097497,-0.00009732,0.00012781,-0.00331156,-0.00035284,-0.00089089,0.00019837,-0.00008894,0.00001469,-0.00533937,-0.00080464,-0.001364,0.00005468,-0.00000942,-0.00000384,-0.0018468,-0.00074568,-0.00033325,-0.00001553,0.00000448,-0.00000312,-0.00203174,-0.00055874,-0.00041881,0.00098812,0.00344741,0.00021789,0.00556927,0.00005562,0.00201934,0.00001646,0.00214838,D
0.00092937,-0.00006331,0.00009798,-0.00649433,-0.0013132,-0.00143314,0.00014038,-0.00006074,0.0000055,-0.00807548,-0.00137046,-0.00190163,-0.00001112,0.00000829,-0.00000728,-0.00077628,-0.00023423,-0.00013226,-0.00001414,0.00000688,-0.00000224,-0.00066735,-0.00013801,-0.00013113,0.00093666,0.00677899,0.00015306,0.00840879,0.00001567,0.00082157,0.00001589,0.00069397,D
0.00087184,-0.00006597,0.00008183,-0.00935057,-0.00244244,-0.00186104,0.00009479,-0.00004332,-0.0000006,-0.01020512,-0.00200847,-0.0022729,-0.00001856,-0.00000086,-0.00000521,-0.00092137,-0.00036427,-0.00013803,-0.00001471,0.00000562,-0.00000197,-0.00068698,-0.00020581,-0.00011976,0.00087815,0.00984186,0.00010422,0.01064634,0.00001929,0.00100033,0.00001587,0.00072708,D
0.00068439,-0.00009768,0.00006115,-0.00641612,-0.00172952,-0.00132472,0.00004519,-0.00002882,-0.0000072,-0.00567401,-0.00109086,-0.00131612,-0.00005356,-0.00000906,-0.00000591,0.00083842,0.00020369,0.00015323,-0.00001417,0.00000414,-0.00000189,0.0012946,0.00026218,0.00027337,0.00069403,0.0067759,0.00005408,0.00592592,0.00005464,0.0008763,0.00001489,0.00134887,D
0.00058316,-0.00014263,0.00004277,-0.00480568,-0.00163652,-0.00105649,0.00000734,-0.00001407,-0.00001719,-0.0037354,-0.0010797,-0.00092063,-0.00002664,-0.00001183,-0.00000484,0.0004238,0.00002447,0.00007059,-0.00000996,0.00000388,-0.00000263,0.00051016,0.00000294,0.00010408,0.00060187,0.00518545,0.00002339,0.00399582,0.00002955,0.00043034,0.00001101,0.00052068,D
-0.00022037,-0.00003184,-0.00002676,-0.00440728,-0.00234616,-0.00126048,0.00001534,-0.00007435,-0.0000274,-0.00266328,-0.00137762,-0.00081639,-0.0002435,0.00003357,-0.00002107,0.00012073,-0.00021504,-0.00006182,0.00000242,-0.00001827,-0.0000031,0.00032489,-0.00009028,0.00003159,0.00022426,0.00514951,0.00008071,0.00310763,0.0002467,0.00025424,0.00001869,0.00033867,D
-0.00075331,0.00009393,-0.00007301,-0.00484857,-0.00315474,-0.00177294,0.00002729,-0.00013436,-0.00004222,-0.00233956,-0.0016448,-0.00096124,-0.00015675,0.00003699,-0.0000136,-0.00012979,-0.00023782,-0.00015072,0.00000351,-0.00001765,-0.00000436,0.00009521,-0.00007858,-0.0000426,0.00076264,0.00605016,0.00014346,0.0030171,0.00016163,0.00031003,0.00001852,0.00013059,D
-0.0013474,0.00021356,-0.00012245,-0.00532792,-0.00425177,-0.00227536,0.00005306,-0.00021145,-0.00005857,-0.00233716,-0.00224057,-0.0011905,-0.00017473,0.00003518,-0.00001454,-0.00014098,-0.00032266,-0.00014777,0.00000758,-0.00002267,-0.00000481,0.0000007,-0.00017523,-0.00006743,0.0013697,0.0071862,0.00022574,0.00344961,0.00017883,0.00038186,0.00002439,0.00018776,D
-0.00102057,0.00015955,-0.00010312,-0.00456099,-0.00441463,-0.00212391,0.00004438,-0.00020234,-0.0000701,-0.00216398,-0.00264551,-0.00118599,0.00009613,-0.00001589,0.00000569,0.00022557,-0.0000479,0.00004454,-0.00000255,0.00000268,-0.00000339,0.00005093,-0.0001191,0.00000133,0.0010381,0.00669348,0.00021869,0.00361775,0.0000976,0.00023486,0.00000502,0.00012954,D
-0.0007215,0.00002325,-0.00008489,-0.00241431,-0.00282357,-0.00115556,0.00004791,-0.00017627,-0.00007311,-0.00127898,-0.00190292,-0.00069043,0.00007669,-0.00003495,0.00000467,0.00055043,0.00040797,0.0002483,0.00000091,0.00000669,-0.00000077,0.00022692,0.00019041,0.00012707,0.00072685,0.0038906,0.00019675,0.0023945,0.0000844,0.00072874,0.00000679,0.00032233,D
-0.00045549,-0.00005559,-0.00006454,-0.00109979,-0.00135248,-0.000462,0.00005905,-0.00014779,-0.00007328,-0.0006769,-0.00103416,-0.00030072,0.0000665,-0.00001971,0.00000509,0.00032863,0.00036777,0.00017339,0.00000278,0.00000712,-0.00000004,0.00015052,0.00021719,0.00009743,0.00046339,0.00180338,0.00017521,0.00127205,0.00006955,0.0005228,0.00000764,0.00028164,D
-0.00055506,-0.00011663,-0.00009832,-0.00053084,-0.00038692,-0.00009965,0.00009922,-0.00015264,-0.00007777,-0.0003867,-0.00037923,-0.00010081,-0.00003111,-0.00001907,-0.00001056,0.0001778,0.00030174,0.00011323,0.00001255,-0.00000152,-0.0000014,0.00009069,0.00020466,0.00006247,0.00057564,0.0006644,0.00019797,0.00055092,0.00003799,0.00036807,0.00001272,0.00023241,D
-0.00077661,-0.00012079,-0.00014821,-0.00672855,0.01418812,-0.004281,0.00016334,-0.00018623,-0.00007938,-0.00655562,0.01115156,-0.00513913,-0.00006154,-0.00000116,-0.00001386,-0.00172159,0.00404862,-0.00116149,0.00001781,-0.00000933,-0.00000045,-0.00171359,0.003203,-0.00139953,0.0007998,0.01627584,0.00026012,0.0139192,0.0000631,0.00455019,0.00002011,0.00389285,D
-0.00098645,-0.00011056,-0.00019917,-0.0101231,0.02132715,-0.00658655,0.00023481,-0.00021234,-0.00008065,-0.00775132,0.01316486,-0.00618235,-0.00005995,0.00000292,-0.00001456,-0.00096987,0.00203972,-0.00065873,0.00002042,-0.00000746,-0.00000036,-0.00034163,0.00057523,-0.00029806,0.00101241,0.02450933,0.00032669,0.01648084,0.00006177,0.00235267,0.00002174,0.00073242,D
-0.00083655,-0.00008601,-0.00018723,-0.01110901,0.02456414,-0.00730327,0.00025602,-0.00019348,-0.00007431,-0.00855922,0.014968,-0.0067968,0.00004164,0.00000682,0.00000332,-0.00027386,0.00089917,-0.00019909,0.00000589,0.00000524,0.00000176,-0.00022442,0.00050087,-0.00017068,0.00086155,0.02793108,0.0003294,0.01853369,0.00004233,0.0009608,0.00000808,0.00057478,D
-0.00075104,-0.00006779,-0.00018884,-0.00557676,0.01612068,-0.00409186,0.0002731,-0.00016748,-0.00007637,-0.00239631,0.00896371,-0.00257399,0.00002515,0.00000536,-0.00000047,0.00162713,-0.00248337,0.00094453,0.00000502,0.00000765,-0.00000061,0.00181262,-0.00176597,0.001242,0.00077738,0.01754194,0.00032934,0.0096289,0.00002572,0.00311558,0.00000917,0.00281901,D
-0.00067412,-0.00006699,-0.00018921,-0.00309963,0.01389971,-0.00283241,0.00027847,-0.00014741,-0.00007982,-0.00164984,0.01063918,-0.00244851,0.00002331,0.00000024,-0.00000011,0.00075065,-0.00067302,0.00038165,0.00000163,0.00000608,-0.00000105,0.0002262,0.00050772,0.00003802,0.00070336,0.01452007,0.00032503,0.01104125,0.00002331,0.001078,0.00000638,0.00055713,D
-0.00055392,-0.00008605,-0.0001731,-0.00156862,0.01084264,-0.00200189,0.00026215,-0.00013815,-0.00007428,-0.00031815,0.00826502,-0.0015299,0.00002795,-0.00000443,0.00000375,0.00035605,-0.00071095,0.00019314,-0.00000379,0.00000215,0.00000129,0.00030969,-0.00055213,0.00021363,0.00058668,0.01113692,0.0003055,0.00841145,0.00002855,0.00081824,0.00000455,0.00066813,D
-0.00050414,-0.00006369,-0.0001696,-0.00105065,0.00617871,-0.00138722,0.00024542,-0.00012002,-0.00007371,-0.00014935,0.00330976,-0.00084339,0.00001422,0.00000639,0.000001,0.00014799,-0.00133255,0.00017562,-0.00000478,0.00000518,0.00000016,0.00004823,-0.00141579,0.00019615,0.0005357,0.00641909,0.00028296,0.00341879,0.00001562,0.0013522,0.00000705,0.00143013,D
-0.00046782,-0.00005432,-0.00016236,-0.00066843,0.00324823,-0.00089516,0.00021714,-0.0001024,-0.00007184,0.00004762,0.00075635,-0.00034825,0.00001038,0.00000268,0.00000207,0.0001092,-0.00083728,0.00014059,-0.00000808,0.00000503,0.00000053,0.00005628,-0.00072954,0.00014147,0.00049816,0.00343499,0.00025059,0.00083403,0.00001091,0.00085599,0.00000953,0.00074526,D
-0.00033268,-0.0003582,-0.00015185,-0.00056655,0.00252257,-0.00075259,0.000167,-0.00000126,-0.00008404,0.00006438,0.00057389,-0.00031461,0.00003652,-0.00008213,0.00000284,0.00002754,-0.00019613,0.00003853,-0.00001355,0.00002733,-0.0000033,0.00000453,-0.00004932,0.00000909,0.0005119,0.00269272,0.00018696,0.00065762,0.00008993,0.00020176,0.00003069,0.00005035,D
-0.00016113,-0.00061186,-0.00012292,-0.00045107,0.00168879,-0.00056623,0.00009917,0.00008273,-0.0000936,0.00007873,0.00032912,-0.00024717,0.00005046,-0.0000746,0.00000851,0.00003396,-0.00024523,0.00005481,-0.00001995,0.0000247,-0.00000281,0.00000422,-0.00007199,0.00001983,0.00064455,0.00183742,0.0001595,0.00041906,0.00009047,0.00025356,0.00003188,0.00007479,P
-0.00010559,-0.00067035,-0.00009898,-0.0003063,0.00111144,-0.00040123,0.00001298,0.00013814,-0.00010181,0.00011477,0.00016968,-0.00018096,0.00001587,-0.00001671,0.00000684,0.00004136,-0.00016496,0.00004714,-0.00002463,0.00001583,-0.00000235,0.0000103,-0.00004556,0.00001892,0.0006858,0.0012207,0.0001721,0.00027333,0.00002404,0.00017648,0.00002937,0.00005039,P
-0.00027506,-0.0003568,-0.00010234,-0.00030089,0.00072374,-0.00025016,-0.0000813,0.00013729,-0.00010943,-0.00006086,0.0000243,-0.00011519,-0.00004984,0.00009222,-0.00000099,0.00000159,-0.00011403,0.00004443,-0.00002773,-0.00000025,-0.00000224,-0.00005166,-0.00004276,0.00001934,0.00046199,0.00082275,0.00019347,0.00013253,0.00010483,0.00012239,0.00002782,0.00006979,P
-0.00194026,0.00049653,-0.00005494,-0.00053872,0.00052126,-0.00015258,-0.00018274,0.00014541,-0.00010313,-0.00065903,-0.00017617,-0.00004864,-0.00043821,0.00022456,0.00001247,-0.00006259,-0.00005329,0.00002568,-0.0000267,0.00000214,0.00000166,-0.00015741,-0.00005276,0.00001751,0.00200354,0.00076499,0.00025529,0.0006839,0.00049256,0.00008612,0.00002683,0.00016694,P
-0.00181643,0.00061687,-0.00006761,-0.00075088,-0.0092312,0.00454866,-0.00002789,-0.00024121,-0.00006062,-0.00158551,-0.00831341,0.00612671,0.00003538,0.00003438,-0.00000362,-0.00006062,-0.00278641,0.00134321,0.00004424,-0.00011046,0.00001215,-0.00026471,-0.00232492,0.00176438,0.00191951,0.01031839,0.00025027,0.01044812,0.00004947,0.00309386,0.00011961,0.0029306,P
-0.00020174,-0.0018866,-0.00001277,-0.00163853,-0.00796071,0.01138823,0.00028307,-0.00100426,-0.00002351,-0.00237512,-0.00484094,0.00637459,0.00015526,-0.00024072,0.00000527,-0.00008535,0.00012216,0.00065765,0.0000299,-0.00007337,0.00000357,-0.00007592,0.00033389,0.00002384,0.0018974,0.01399105,0.00104366,0.00834933,0.00028649,0.00067432,0.00007931,0.00034324,P
0.00103073,-0.00297696,-0.00007683,-0.00733434,-0.0094983,0.01377453,0.00046933,-0.00137835,-0.00002385,-0.00507073,-0.00401666,0.0078205,0.00044017,-0.00038941,-0.00002288,-0.00203422,-0.00054914,0.00085225,0.00006652,-0.0001336,-0.00000012,-0.00096272,0.00029439,0.0005164,0.00315128,0.01826877,0.00145625,0.01014919,0.00058814,0.00227287,0.00014925,0.00113144,P
0.00122267,-0.00363828,-0.00012129,-0.00988229,-0.00401304,0.01164682,0.0005504,-0.00148344,-0.00005909,-0.00778169,0.00160638,0.00584113,0.00005998,-0.00020666,-0.00001389,-0.00079623,0.00171414,-0.00066491,0.00002533,-0.00003284,-0.00001101,-0.00084718,0.0017572,-0.00061855,0.00384015,0.0157928,0.00158336,0.00986174,0.00021564,0.00200359,0.00004291,0.00204648,P
0.00095106,-0.00299778,-0.00037131,-0.01865366,-0.00430498,0.00487763,0.00075417,-0.00151768,-0.00014235,-0.01308618,0.00240204,0.00639887,-0.0000776,0.000183,-0.00007144,-0.0025061,-0.00008341,-0.00193405,0.00005822,-0.00000978,-0.00002379,-0.00151557,0.00022733,0.00015935,0.00316687,0.01975558,0.0017007,0.01476358,0.00021122,0.00316671,0.00006365,0.00154078,P
0.00114912,-0.00292934,-0.00041535,-0.01208292,-0.00479753,0.00258623,0.00090182,-0.0015492,-0.0001823,-0.01017821,-0.00034572,0.00546451,0.00006002,0.00002074,-0.00001334,0.00199113,-0.00014926,-0.00069437,0.00004474,-0.00000955,-0.00001211,0.0008812,-0.00083265,-0.00028314,0.00317396,0.01325525,0.00180182,0.01155753,0.00006489,0.00211401,0.00004733,0.00124499,P
0.00126556,-0.00259931,-0.00038752,-0.01090536,-0.00606639,0.0020998,0.00110058,-0.00162415,-0.0002366,-0.00908449,-0.00395318,0.00403658,0.00003756,0.00010646,0.00000898,0.00037986,-0.00040931,-0.00015691,0.00006411,-0.00002418,-0.00001751,0.00035282,-0.0011637,-0.00046062,0.00291689,0.01265453,0.00197614,0.01069811,0.00011325,0.00058004,0.00007072,0.00130033,P
0.00108288,-0.00192404,-0.00024621,-0.01057772,-0.00833234,0.0019454,0.00125562,-0.00179028,-0.00027717,-0.00907795,-0.00574125,0.00369005,-0.00004937,0.00018251,0.00003819,0.00008855,-0.00061242,-0.00004173,0.0000419,-0.0000449,-0.00001097,0.00000177,-0.00048326,-0.00009366,0.00222153,0.01360517,0.0022042,0.01135727,0.00019289,0.00062019,0.00006239,0.00049226,S
0.00073048,-0.0010877,-0.0000885,-0.00935182,-0.00921126,0.00167489,0.00135515,-0.00190964,-0.00028973,-0.00938112,-0.00799731,0.00358835,-0.00011368,0.00026979,0.00005088,0.00039545,-0.00028352,-0.00008726,0.00003211,-0.0000385,-0.00000405,-0.00009779,-0.00072776,-0.00003281,0.00131321,0.01323288,0.00235947,0.01283895,0.00029715,0.00049435,0.0000503,0.00073504,S
0.0004432,-0.00065076,0.00000585,-0.00774739,-0.00895601,0.00131667,0.0011939,-0.00177409,-0.00024906,-0.00653455,-0.00657179,0.00235984,-0.00006681,0.00010162,0.00002194,0.00037312,0.00005936,-0.00008331,-0.0000375,0.00003152,0.00000946,0.00066199,0.00033152,-0.0002857,0.00078737,0.01191494,0.00215286,0.00956335,0.00012357,0.00038689,0.00004989,0.00079358,S
0.00070581,-0.00038041,-0.00000764,-0.00517602,-0.00697233,0.00078102,0.00143571,-0.00121342,-0.00023307,-0.00429068,-0.00521021,0.00150535,0.00003751,0.00003862,-0.00000193,0.00036734,0.00028338,-0.00007652,0.00003454,0.0000801,0.00000228,0.00032055,0.00019451,-0.00012207,0.00080183,0.00871864,0.00189419,0.00691537,0.00005388,0.00047021,0.00008726,0.00039432,S
0.00095829,-0.00040115,-0.00001876,-0.00487433,-0.00729813,0.00065843,0.00175448,-0.00125664,-0.00025889,-0.00344529,-0.00462104,0.0011465,0.00011476,-0.00000943,-0.00000505,0.00013713,-0.00014809,-0.00005572,0.0001449,-0.00001965,-0.00001174,0.00038427,0.0002678,-0.00016311,0.00103903,0.00880087,0.00217357,0.00587694,0.00011526,0.00020938,0.00014669,0.00049597,S
0.00136276,-0.00049101,-0.00003337,-0.00482655,-0.00780007,0.00060804,0.00232804,-0.00153502,-0.00031483,-0.00351529,-0.00535044,0.00113349,0.00031113,-0.00006912,-0.00001124,0.00003675,-0.00038611,-0.00003876,0.0004412,-0.00021413,-0.00004303,-0.00005385,-0.00056108,-0.00001001,0.0014489,0.00919274,0.00280627,0.00650148,0.00031891,0.00038978,0.0004923,0.00056375,S
0.00187253,-0.00112786,-0.00004068,-0.00576055,-0.00946946,0.00071164,0.00302095,-0.00314407,-0.00046103,-0.00548493,-0.00861359,0.00172435,0.00024275,-0.00030326,-0.00000348,-0.00044476,-0.00079495,0.00004933,0.00032996,-0.00076621,-0.00006962,-0.00093792,-0.00155388,0.00028136,0.00218634,0.01110681,0.0043845,0.01035624,0.00038847,0.00091225,0.00083714,0.00183669,S
0.00159608,-0.0008722,-0.0001179,-0.00284691,-0.00528288,0.00029147,0.0022234,-0.00280655,-0.00047725,-0.00353374,-0.00620576,0.00112362,-0.00005759,0.00005326,-0.00001609,0.00060701,0.00087221,-0.00008753,-0.00016616,0.00007032,-0.00000338,0.0004065,0.00050163,-0.00012515,0.00182267,0.00600822,0.0036122,0.0072292,0.00008008,0.00106624,0.00018045,0.00065768,S
0.00144142,-0.00101045,-0.00016002,-0.00149968,-0.00298352,0.00011251,0.00133235,-0.00179063,-0.00035928,-0.00181566,-0.00334961,0.00057452,-0.00003966,-0.00003545,-0.0000108,0.00034544,0.00058958,-0.00004589,-0.00022847,0.00026049,0.00003025,0.00044053,0.00073235,-0.0001408,0.00176757,0.00334112,0.00226067,0.00385313,0.00005428,0.00068487,0.00034781,0.00086615,P
0.00099423,-0.00174191,-0.00045072,-0.00058857,-0.00150766,-0.00002392,0.00075165,-0.00104385,-0.0002696,-0.00078609,-0.00160408,0.00024359,-0.00006675,-0.00010917,-0.00004339,0.00013599,0.00022028,-0.00002036,-0.00008667,0.00011146,0.00001338,0.00015367,0.00026053,-0.00004939,0.0020557,0.00161865,0.00131426,0.00180287,0.00013512,0.00025967,0.00014183,0.00030648,P
0.00065813,-0.00204325,-0.00056725,0.000067,-0.00035641,-0.0001158,0.00024801,-0.00042018,-0.00017421,-0.00011032,-0.00031307,0.00001573,-0.00012004,-0.00010762,-0.00004162,0.00023413,0.00041116,-0.00003282,-0.00017987,0.00022274,0.00003407,0.00024135,0.00046107,-0.00008138,0.00222031,0.00038069,0.00051808,0.00033232,0.0001665,0.00047429,0.00028832,0.00052674,P
0.00026179,-0.00190617,-0.0006406,0.00006776,-0.00073161,-0.00009862,0.0001677,-0.00031922,-0.00016662,0.000025,-0.00010655,-0.00003309,-0.0001201,0.00004154,-0.00002223,0.00000023,-0.0001137,0.00000521,-0.00002434,0.00003059,0.0000023,0.00004101,0.00006258,-0.00001479,0.0020279,0.00074133,0.00039722,0.00011434,0.00012901,0.00011382,0.00003916,0.00007627,P
0.00008971,-0.00088978,-0.00042801,0.00008202,-0.00108676,-0.00006456,0.00004495,-0.0001379,-0.00014795,0.0002016,0.00016702,-0.00009857,-0.00004917,0.0002904,0.00006074,0.00000407,-0.00010147,0.00000973,-0.00003507,0.00005181,0.00000533,0.00005046,0.00007816,-0.00001871,0.00099144,0.00109176,0.00020718,0.00027974,0.00030073,0.00010202,0.00006279,0.0000949,P
0.00003034,-0.00072926,-0.000387,0.0000925,-0.00093037,-0.000051,-0.00003644,-0.0000592,-0.0001329,0.00059966,0.00070848,-0.0002605,-0.00001979,0.00005351,0.00001367,0.00000349,0.00005213,0.00000452,-0.00002713,0.00002623,0.00000502,0.00013269,0.00018049,-0.00005397,0.00082615,0.00093635,0.00014999,0.00096405,0.00005866,0.00005244,0.00003807,0.00023042,P
-0.00000588,-0.00056272,-0.00035244,0.00043737,-0.00002959,-0.00012029,-0.00010366,0.00002537,-0.00012204,0.00103642,0.00123065,-0.00042729,-0.00001065,0.00004899,0.00001016,0.00010143,0.00026493,-0.00002038,-0.00001977,0.00002488,0.00000319,0.00012846,0.00015358,-0.00004905,0.000664,0.00045457,0.00016212,0.0016647,0.00005115,0.00028442,0.00003193,0.00020614,P
